106,01101010,94,01011110,200,11001000
29,00011101,97,01100001,126,01111110
94,01011110,110,01101110,204,11001100
37,00100101,126,01111110,163,10100011
88,01011000,16,00010000,104,01101000
99,01100011,39,00100111,138,10001010
29,00011101,124,01111100,153,10011001
65,01000001,23,00010111,88,01011000
72,01001000,0,00000000,72,01001000
87,01010111,37,00100101,124,01111100
111,01101111,63,00111111,174,10101110
26,00011010,89,01011001,115,01110011
89,01011001,6,00000110,95,01011111
88,01011000,119,01110111,207,11001111
79,01001111,101,01100101,180,10110100
41,00101001,17,00010001,58,00111010
80,01010000,112,01110000,192,11000000
43,00101011,110,01101110,153,10011001
69,01000101,118,01110110,187,10111011
19,00010011,111,01101111,130,10000010
22,00010110,109,01101101,131,10000011
11,00001011,11,00001011,22,00010110
33,00100001,7,00000111,40,00101000
119,01110111,26,00011010,145,10010001
48,00110000,71,01000111,119,01110111
111,01101111,54,00110110,165,10100101
96,01100000,100,01100100,196,11000100
82,01010010,87,01010111,169,10101001
21,00010101,126,01111110,147,10010011
2,00000010,8,00001000,10,00001010
10,00001010,5,00000101,15,00001111
38,00100110,38,00100110,76,01001100
100,01100100,65,01000001,165,10100101
117,01110101,59,00111011,176,10110000
36,00100100,5,00000101,41,00101001
5,00000101,38,00100110,43,00101011
35,00100011,88,01011000,123,01111011
49,00110001,79,01001111,128,10000000
84,01010100,114,01110010,198,11000110
9,00001001,119,01110111,128,10000000
4,00000100,49,00110001,53,00110101
24,00011000,94,01011110,118,01110110
2,00000010,83,01010011,85,01010101
3,00000011,77,01001101,80,01010000
11,00001011,13,00001101,24,00011000
100,01100100,81,01010001,181,10110101
26,00011010,70,01000110,96,01100000
47,00101111,98,01100010,145,10010001
21,00010101,20,00010100,41,00101001
42,00101010,122,01111010,164,10100100
57,00111001,17,00010001,74,01001010
101,01100101,89,01011001,190,10111110
116,01110100,85,01010101,201,11001001
55,00110111,100,01100100,155,10011011
68,01000100,111,01101111,179,10110011
98,01100010,11,00001011,109,01101101
98,01100010,97,01100001,195,11000011
110,01101110,19,00010011,129,10000001
112,01110000,11,00001011,123,01111011
97,01100001,25,00011001,122,01111010
97,01100001,95,01011111,192,11000000
45,00101101,6,00000110,51,00110011
89,01011001,88,01011000,177,10110001
109,01101101,38,00100110,147,10010011
51,00110011,16,00010000,67,01000011
23,00010111,90,01011010,113,01110001
3,00000011,90,01011010,93,01011101
46,00101110,122,01111010,168,10101000
29,00011101,2,00000010,31,00011111
5,00000101,121,01111001,126,01111110
71,01000111,15,00001111,86,01010110
78,01001110,35,00100011,113,01110001
52,00110100,103,01100111,155,10011011
118,01110110,7,00000111,125,01111101
51,00110011,102,01100110,153,10011001
121,01111001,51,00110011,172,10101100
29,00011101,55,00110111,84,01010100
113,01110001,11,00001011,124,01111100
67,01000011,77,01001101,144,10010000
122,01111010,55,00110111,177,10110001
88,01011000,123,01111011,211,11010011
124,01111100,120,01111000,244,11110100
68,01000100,117,01110101,185,10111001
115,01110011,86,01010110,201,11001001
57,00111001,93,01011101,150,10010110
102,01100110,11,00001011,113,01110001
78,01001110,82,01010010,160,10100000
89,01011001,108,01101100,197,11000101
3,00000011,37,00100101,40,00101000
7,00000111,29,00011101,36,00100100
78,01001110,11,00001011,89,01011001
73,01001001,11,00001011,84,01010100
16,00010000,60,00111100,76,01001100
123,01111011,103,01100111,226,11100010
63,00111111,59,00111011,122,01111010
1,00000001,18,00010010,19,00010011
53,00110101,28,00011100,81,01010001
64,01000000,85,01010101,149,10010101
88,01011000,73,01001001,161,10100001
8,00001000,82,01010010,90,01011010
11,00001011,92,01011100,103,01100111
117,01110101,51,00110011,168,10101000
81,01010001,55,00110111,136,10001000
15,00001111,3,00000011,18,00010010
106,01101010,88,01011000,194,11000010
85,01010101,28,00011100,113,01110001
58,00111010,85,01010101,143,10001111
78,01001110,111,01101111,189,10111101
65,01000001,76,01001100,141,10001101
11,00001011,25,00011001,36,00100100
103,01100111,11,00001011,114,01110010
90,01011010,109,01101101,199,11000111
34,00100010,1,00000001,35,00100011
126,01111110,16,00010000,142,10001110
1,00000001,16,00010000,17,00010001
33,00100001,33,00100001,66,01000010
44,00101100,102,01100110,146,10010010
40,00101000,72,01001000,112,01110000
77,01001101,106,01101010,183,10110111
83,01010011,114,01110010,197,11000101
32,00100000,23,00010111,55,00110111
68,01000100,31,00011111,99,01100011
22,00010110,64,01000000,86,01010110
101,01100101,31,00011111,132,10000100
79,01001111,83,01010011,162,10100010
15,00001111,51,00110011,66,01000010
121,01111001,12,00001100,133,10000101
45,00101101,10,00001010,55,00110111
116,01110100,105,01101001,221,11011101
80,01010000,70,01000110,150,10010110
21,00010101,94,01011110,115,01110011
67,01000011,80,01010000,147,10010011
64,01000000,1,00000001,65,01000001
50,00110010,96,01100000,146,10010010
107,01101011,123,01111011,230,11100110
82,01010010,82,01010010,164,10100100
57,00111001,22,00010110,79,01001111
15,00001111,15,00001111,30,00011110
28,00011100,71,01000111,99,01100011
27,00011011,88,01011000,115,01110011
57,00111001,58,00111010,115,01110011
88,01011000,76,01001100,164,10100100
13,00001101,18,00010010,31,00011111
78,01001110,78,01001110,156,10011100
20,00010100,71,01000111,91,01011011
55,00110111,44,00101100,99,01100011
107,01101011,117,01110101,224,11100000
91,01011011,44,00101100,135,10000111
15,00001111,125,01111101,140,10001100
87,01010111,75,01001011,162,10100010
77,01001101,126,01111110,203,11001011
29,00011101,95,01011111,124,01111100
110,01101110,82,01010010,192,11000000
4,00000100,28,00011100,32,00100000
65,01000001,49,00110001,114,01110010
49,00110001,87,01010111,136,10001000
57,00111001,80,01010000,137,10001001
41,00101001,90,01011010,131,10000011
112,01110000,66,01000010,178,10110010
47,00101111,17,00010001,64,01000000
20,00010100,38,00100110,58,00111010
64,01000000,6,00000110,70,01000110
108,01101100,22,00010110,130,10000010
79,01001111,74,01001010,153,10011001
34,00100010,40,00101000,74,01001010
38,00100110,118,01110110,156,10011100
21,00010101,34,00100010,55,00110111
117,01110101,32,00100000,149,10010101
42,00101010,127,01111111,169,10101001
44,00101100,99,01100011,143,10001111
41,00101001,121,01111001,162,10100010
103,01100111,27,00011011,130,10000010
123,01111011,48,00110000,171,10101011
127,01111111,10,00001010,137,10001001
68,01000100,17,00010001,85,01010101
3,00000011,101,01100101,104,01101000
94,01011110,87,01010111,181,10110101
29,00011101,102,01100110,131,10000011
123,01111011,30,00011110,153,10011001
75,01001011,66,01000010,141,10001101
93,01011101,60,00111100,153,10011001
7,00000111,51,00110011,58,00111010
116,01110100,73,01001001,189,10111101
87,01010111,64,01000000,151,10010111
112,01110000,17,00010001,129,10000001
40,00101000,115,01110011,155,10011011
21,00010101,94,01011110,115,01110011
26,00011010,15,00001111,41,00101001
112,01110000,17,00010001,129,10000001
10,00001010,17,00010001,27,00011011
3,00000011,103,01100111,106,01101010
73,01001001,29,00011101,102,01100110
67,01000011,71,01000111,138,10001010
80,01010000,98,01100010,178,10110010
4,00000100,61,00111101,65,01000001
90,01011010,100,01100100,190,10111110
6,00000110,32,00100000,38,00100110
81,01010001,119,01110111,200,11001000
118,01110110,117,01110101,235,11101011
37,00100101,119,01110111,156,10011100
27,00011011,51,00110011,78,01001110
78,01001110,59,00111011,137,10001001
86,01010110,95,01011111,181,10110101
8,00001000,56,00111000,64,01000000
29,00011101,28,00011100,57,00111001
95,01011111,34,00100010,129,10000001
58,00111010,127,01111111,185,10111001
126,01111110,81,01010001,207,11001111
92,01011100,111,01101111,203,11001011
16,00010000,72,01001000,88,01011000
59,00111011,119,01110111,178,10110010
108,01101100,7,00000111,115,01110011
12,00001100,32,00100000,44,00101100
84,01010100,107,01101011,191,10111111
75,01001011,93,01011101,168,10101000
40,00101000,0,00000000,40,00101000
84,01010100,109,01101101,193,11000001
92,01011100,77,01001101,169,10101001
37,00100101,47,00101111,84,01010100
61,00111101,103,01100111,164,10100100
50,00110010,68,01000100,118,01110110
110,01101110,76,01001100,186,10111010
57,00111001,119,01110111,176,10110000
101,01100101,112,01110000,213,11010101
4,00000100,105,01101001,109,01101101
36,00100100,80,01010000,116,01110100
82,01010010,37,00100101,119,01110111
94,01011110,117,01110101,211,11010011
110,01101110,35,00100011,145,10010001
48,00110000,0,00000000,48,00110000
49,00110001,57,00111001,106,01101010
9,00001001,50,00110010,59,00111011
97,01100001,48,00110000,145,10010001
113,01110001,12,00001100,125,01111101
70,01000110,124,01111100,194,11000010
115,01110011,36,00100100,151,10010111
99,01100011,102,01100110,201,11001001
36,00100100,30,00011110,66,01000010
114,01110010,19,00010011,133,10000101
38,00100110,44,00101100,82,01010010
35,00100011,14,00001110,49,00110001
29,00011101,51,00110011,80,01010000
60,00111100,120,01111000,180,10110100
81,01010001,67,01000011,148,10010100
29,00011101,27,00011011,56,00111000
3,00000011,33,00100001,36,00100100
117,01110101,51,00110011,168,10101000
118,01110110,27,00011011,145,10010001
100,01100100,56,00111000,156,10011100
21,00010101,39,00100111,60,00111100
106,01101010,74,01001010,180,10110100
29,00011101,113,01110001,142,10001110
29,00011101,61,00111101,90,01011010
58,00111010,24,00011000,82,01010010
114,01110010,16,00010000,130,10000010
64,01000000,100,01100100,164,10100100
98,01100010,123,01111011,221,11011101
13,00001101,1,00000001,14,00001110
123,01111011,2,00000010,125,01111101
66,01000010,19,00010011,85,01010101
116,01110100,122,01111010,238,11101110
76,01001100,30,00011110,106,01101010
39,00100111,85,01010101,124,01111100
77,01001101,49,00110001,126,01111110
26,00011010,115,01110011,141,10001101
12,00001100,113,01110001,125,01111101
64,01000000,1,00000001,65,01000001
36,00100100,10,00001010,46,00101110
106,01101010,32,00100000,138,10001010
126,01111110,28,00011100,154,10011010
58,00111010,66,01000010,124,01111100
92,01011100,65,01000001,157,10011101
77,01001101,83,01010011,160,10100000
47,00101111,81,01010001,128,10000000
36,00100100,71,01000111,107,01101011
53,00110101,70,01000110,123,01111011
9,00001001,15,00001111,24,00011000
18,00010010,29,00011101,47,00101111
53,00110101,60,00111100,113,01110001
42,00101010,82,01010010,124,01111100
2,00000010,29,00011101,31,00011111
17,00010001,35,00100011,52,00110100
120,01111000,19,00010011,139,10001011
16,00010000,23,00010111,39,00100111
12,00001100,99,01100011,111,01101111
109,01101101,56,00111000,165,10100101
66,01000010,20,00010100,86,01010110
3,00000011,81,01010001,84,01010100
44,00101100,38,00100110,82,01010010
42,00101010,74,01001010,116,01110100
37,00100101,106,01101010,143,10001111
40,00101000,111,01101111,151,10010111
27,00011011,4,00000100,31,00011111
51,00110011,22,00010110,73,01001001
37,00100101,35,00100011,72,01001000
30,00011110,7,00000111,37,00100101
88,01011000,88,01011000,176,10110000
111,01101111,15,00001111,126,01111110
10,00001010,19,00010011,29,00011101
77,01001101,103,01100111,180,10110100
56,00111000,101,01100101,157,10011101
103,01100111,18,00010010,121,01111001
71,01000111,60,00111100,131,10000011
24,00011000,32,00100000,56,00111000
108,01101100,39,00100111,147,10010011
116,01110100,104,01101000,220,11011100
126,01111110,111,01101111,237,11101101
116,01110100,100,01100100,216,11011000
106,01101010,16,00010000,122,01111010
52,00110100,90,01011010,142,10001110
104,01101000,80,01010000,184,10111000
46,00101110,96,01100000,142,10001110
94,01011110,84,01010100,178,10110010
23,00010111,15,00001111,38,00100110
44,00101100,83,01010011,127,01111111
119,01110111,55,00110111,174,10101110
98,01100010,27,00011011,125,01111101
45,00101101,98,01100010,143,10001111
81,01010001,87,01010111,168,10101000
27,00011011,77,01001101,104,01101000
48,00110000,87,01010111,135,10000111
94,01011110,5,00000101,99,01100011
121,01111001,103,01100111,224,11100000
97,01100001,113,01110001,210,11010010
98,01100010,28,00011100,126,01111110
116,01110100,65,01000001,181,10110101
68,01000100,85,01010101,153,10011001
72,01001000,124,01111100,196,11000100
114,01110010,33,00100001,147,10010011
118,01110110,99,01100011,217,11011001
48,00110000,99,01100011,147,10010011
89,01011001,69,01000101,158,10011110
65,01000001,99,01100011,164,10100100
71,01000111,1,00000001,72,01001000
1,00000001,71,01000111,72,01001000
25,00011001,100,01100100,125,01111101
77,01001101,108,01101100,185,10111001
50,00110010,27,00011011,77,01001101
96,01100000,43,00101011,139,10001011
19,00010011,98,01100010,117,01110101
45,00101101,100,01100100,145,10010001
80,01010000,112,01110000,192,11000000
106,01101010,121,01111001,227,11100011
43,00101011,67,01000011,110,01101110
8,00001000,83,01010011,91,01011011
46,00101110,64,01000000,110,01101110
116,01110100,20,00010100,136,10001000
96,01100000,98,01100010,194,11000010
107,01101011,5,00000101,112,01110000
85,01010101,24,00011000,109,01101101
2,00000010,125,01111101,127,01111111
125,01111101,71,01000111,196,11000100
108,01101100,75,01001011,183,10110111
115,01110011,28,00011100,143,10001111
118,01110110,95,01011111,213,11010101
65,01000001,80,01010000,145,10010001
114,01110010,82,01010010,196,11000100
14,00001110,21,00010101,35,00100011
111,01101111,111,01101111,222,11011110
69,01000101,33,00100001,102,01100110
106,01101010,2,00000010,108,01101100
27,00011011,104,01101000,131,10000011
119,01110111,19,00010011,138,10001010
15,00001111,71,01000111,86,01010110
108,01101100,29,00011101,137,10001001
35,00100011,97,01100001,132,10000100
48,00110000,49,00110001,97,01100001
80,01010000,56,00111000,136,10001000
63,00111111,88,01011000,151,10010111
58,00111010,5,00000101,63,00111111
51,00110011,122,01111010,173,10101101
61,00111101,106,01101010,167,10100111
83,01010011,17,00010001,100,01100100
45,00101101,96,01100000,141,10001101
62,00111110,22,00010110,84,01010100
97,01100001,102,01100110,199,11000111
9,00001001,5,00000101,14,00001110
76,01001100,61,00111101,137,10001001
42,00101010,119,01110111,161,10100001
16,00010000,59,00111011,75,01001011
17,00010001,68,01000100,85,01010101
60,00111100,25,00011001,85,01010101
14,00001110,109,01101101,123,01111011
61,00111101,53,00110101,114,01110010
81,01010001,29,00011101,110,01101110
70,01000110,28,00011100,98,01100010
74,01001010,5,00000101,79,01001111
100,01100100,100,01100100,200,11001000
84,01010100,55,00110111,139,10001011
114,01110010,50,00110010,164,10100100
86,01010110,53,00110101,139,10001011
10,00001010,43,00101011,53,00110101
59,00111011,30,00011110,89,01011001
59,00111011,14,00001110,73,01001001
115,01110011,48,00110000,163,10100011
120,01111000,125,01111101,245,11110101
56,00111000,65,01000001,121,01111001
104,01101000,7,00000111,111,01101111
69,01000101,15,00001111,84,01010100
119,01110111,105,01101001,224,11100000
52,00110100,32,00100000,84,01010100
87,01010111,78,01001110,165,10100101
34,00100010,29,00011101,63,00111111
51,00110011,89,01011001,140,10001100
53,00110101,4,00000100,57,00111001
64,01000000,123,01111011,187,10111011
26,00011010,84,01010100,110,01101110
5,00000101,122,01111010,127,01111111
88,01011000,17,00010001,105,01101001
68,01000100,56,00111000,124,01111100
32,00100000,113,01110001,145,10010001
81,01010001,72,01001000,153,10011001
73,01001001,100,01100100,173,10101101
31,00011111,94,01011110,125,01111101
73,01001001,108,01101100,181,10110101
48,00110000,99,01100011,147,10010011
32,00100000,14,00001110,46,00101110
61,00111101,87,01010111,148,10010100
32,00100000,56,00111000,88,01011000
28,00011100,43,00101011,71,01000111
97,01100001,50,00110010,147,10010011
46,00101110,108,01101100,154,10011010
72,01001000,37,00100101,109,01101101
120,01111000,2,00000010,122,01111010
17,00010001,15,00001111,32,00100000
67,01000011,85,01010101,152,10011000
112,01110000,114,01110010,226,11100010
93,01011101,101,01100101,194,11000010
120,01111000,22,00010110,142,10001110
82,01010010,7,00000111,89,01011001
55,00110111,49,00110001,104,01101000
26,00011010,120,01111000,146,10010010
4,00000100,109,01101101,113,01110001
89,01011001,26,00011010,115,01110011
60,00111100,115,01110011,175,10101111
111,01101111,83,01010011,194,11000010
78,01001110,18,00010010,96,01100000
121,01111001,96,01100000,217,11011001
91,01011011,36,00100100,127,01111111
102,01100110,20,00010100,122,01111010
127,01111111,108,01101100,235,11101011
3,00000011,18,00010010,21,00010101
77,01001101,51,00110011,128,10000000
49,00110001,31,00011111,80,01010000
97,01100001,18,00010010,115,01110011
12,00001100,111,01101111,123,01111011
91,01011011,103,01100111,194,11000010
98,01100010,71,01000111,169,10101001
94,01011110,45,00101101,139,10001011
80,01010000,65,01000001,145,10010001
88,01011000,16,00010000,104,01101000
45,00101101,127,01111111,172,10101100
91,01011011,37,00100101,128,10000000
50,00110010,24,00011000,74,01001010
48,00110000,76,01001100,124,01111100
4,00000100,112,01110000,116,01110100
51,00110011,46,00101110,97,01100001
40,00101000,14,00001110,54,00110110
113,01110001,10,00001010,123,01111011
27,00011011,78,01001110,105,01101001
102,01100110,13,00001101,115,01110011
4,00000100,86,01010110,90,01011010
15,00001111,29,00011101,44,00101100
78,01001110,42,00101010,120,01111000
25,00011001,75,01001011,100,01100100
